Datum;Uhrzeit;8:00 Uhr Prognose [MW];Online Hochrechnung [MW]
25.09.2016;16:00 - 16:15;627;873
25.09.2016;16:15 - 16:30;631;921
25.09.2016;16:30 - 16:45;633;953
25.09.2016;16:45 - 17:00;635;999
25.09.2016;17:00 - 17:15;638;1010
25.09.2016;17:15 - 17:30;642;1009
25.09.2016;17:30 - 17:45;644;1005
25.09.2016;17:45 - 18:00;647;937
25.09.2016;18:00 - 18:15;653;950
25.09.2016;18:15 - 18:30;665;944
25.09.2016;18:30 - 18:45;676;1055
25.09.2016;18:45 - 19:00;686;1251
25.09.2016;19:00 - 19:15;697;1300
25.09.2016;19:15 - 19:30;718;1412
25.09.2016;19:30 - 19:45;738;1454
25.09.2016;19:45 - 20:00;755;1455
25.09.2016;20:00 - 20:15;787;1389
25.09.2016;20:15 - 20:30;837;1360
25.09.2016;20:30 - 20:45;889;1292
25.09.2016;20:45 - 21:00;942;1217
25.09.2016;21:00 - 21:15;1014;1190
25.09.2016;21:15 - 21:30;1038;1221
25.09.2016;21:30 - 21:45;1062;1242
25.09.2016;21:45 - 22:00;1085;1299
25.09.2016;22:00 - 22:15;1107;1223
25.09.2016;22:15 - 22:30;1138;1184
25.09.2016;22:30 - 22:45;1169;1077
25.09.2016;22:45 - 23:00;1198;1136
25.09.2016;23:00 - 23:15;1225;1065
25.09.2016;23:15 - 23:30;1208;1064
25.09.2016;23:30 - 23:45;1193;1139
25.09.2016;23:45 - 00:00;1180;1094
26.09.2016;00:00 - 00:15;1079;1104
26.09.2016;00:15 - 00:30;1049;1099
26.09.2016;00:30 - 00:45;1023;1073
26.09.2016;00:45 - 01:00;998;1050
26.09.2016;01:00 - 01:15;973;1082
26.09.2016;01:15 - 01:30;938;1102
26.09.2016;01:30 - 01:45;903;1083
26.09.2016;01:45 - 02:00;866;1019
26.09.2016;02:00 - 02:15;827;982
26.09.2016;02:15 - 02:30;812;873
26.09.2016;02:30 - 02:45;800;789
26.09.2016;02:45 - 03:00;789;781
26.09.2016;03:00 - 03:15;784;793
26.09.2016;03:15 - 03:30;801;822
26.09.2016;03:30 - 03:45;817;866
26.09.2016;03:45 - 04:00;832;858
26.09.2016;04:00 - 04:15;848;892
26.09.2016;04:15 - 04:30;857;917
26.09.2016;04:30 - 04:45;864;877
26.09.2016;04:45 - 05:00;868;905
26.09.2016;05:00 - 05:15;861;851
26.09.2016;05:15 - 05:30;840;781
26.09.2016;05:30 - 05:45;817;752
26.09.2016;05:45 - 06:00;793;752
26.09.2016;06:00 - 06:15;767;691
26.09.2016;06:15 - 06:30;743;634
26.09.2016;06:30 - 06:45;718;617
26.09.2016;06:45 - 07:00;693;581
26.09.2016;07:00 - 07:15;669;553
26.09.2016;07:15 - 07:30;640;533
26.09.2016;07:30 - 07:45;612;515
26.09.2016;07:45 - 08:00;583;486
26.09.2016;08:00 - 08:15;554;468
26.09.2016;08:15 - 08:30;509;434
26.09.2016;08:30 - 08:45;465;369
26.09.2016;08:45 - 09:00;422;318
26.09.2016;09:00 - 09:15;381;265
26.09.2016;09:15 - 09:30;339;221
26.09.2016;09:30 - 09:45;298;172
26.09.2016;09:45 - 10:00;256;152
26.09.2016;10:00 - 10:15;216;124
26.09.2016;10:15 - 10:30;187;88
26.09.2016;10:30 - 10:45;157;63
26.09.2016;10:45 - 11:00;127;47
26.09.2016;11:00 - 11:15;95;34
26.09.2016;11:15 - 11:30;94;30
26.09.2016;11:30 - 11:45;91;21
26.09.2016;11:45 - 12:00;90;24
26.09.2016;12:00 - 12:15;88;19
26.09.2016;12:15 - 12:30;86;18
26.09.2016;12:30 - 12:45;85;19
26.09.2016;12:45 - 13:00;84;15
26.09.2016;13:00 - 13:15;82;14
26.09.2016;13:15 - 13:30;77;11
26.09.2016;13:30 - 13:45;73;12
26.09.2016;13:45 - 14:00;69;14
26.09.2016;14:00 - 14:15;66;15
26.09.2016;14:15 - 14:30;64;19
26.09.2016;14:30 - 14:45;62;21
26.09.2016;14:45 - 15:00;60;21
26.09.2016;15:00 - 15:15;59;25
26.09.2016;15:15 - 15:30;59;22
26.09.2016;15:30 - 15:45;58;24
26.09.2016;15:45 - 16:00;57;28
26.09.2016;16:00 - 16:15;56;33
26.09.2016;16:15 - 16:30;57;39
26.09.2016;16:30 - 16:45;57;42
26.09.2016;16:45 - 17:00;56;48
26.09.2016;17:00 - 17:15;57;53
26.09.2016;17:15 - 17:30;62;58
26.09.2016;17:30 - 17:45;67;69
26.09.2016;17:45 - 18:00;72;80
26.09.2016;18:00 - 18:15;78;100
26.09.2016;18:15 - 18:30;87;111
26.09.2016;18:30 - 18:45;96;140
26.09.2016;18:45 - 19:00;104;165
26.09.2016;19:00 - 19:15;114;215
26.09.2016;19:15 - 19:30;127;257
26.09.2016;19:30 - 19:45;141;299
26.09.2016;19:45 - 20:00;154;353
26.09.2016;20:00 - 20:15;167;393
26.09.2016;20:15 - 20:30;176;407
26.09.2016;20:30 - 20:45;185;371
26.09.2016;20:45 - 21:00;194;374
26.09.2016;21:00 - 21:15;204;363
26.09.2016;21:15 - 21:30;208;351
26.09.2016;21:30 - 21:45;212;357
26.09.2016;21:45 - 22:00;217;402
26.09.2016;22:00 - 22:15;221;429
26.09.2016;22:15 - 22:30;216;422
26.09.2016;22:30 - 22:45;210;417
26.09.2016;22:45 - 23:00;204;400
26.09.2016;23:00 - 23:15;199;348
26.09.2016;23:15 - 23:30;189;326
26.09.2016;23:30 - 23:45;180;304
26.09.2016;23:45 - 00:00;170;299
27.09.2016;00:00 - 00:15;262;1364
27.09.2016;00:15 - 00:30;255;1415
27.09.2016;00:30 - 00:45;248;1459
27.09.2016;00:45 - 01:00;241;1497
27.09.2016;01:00 - 01:15;234;1551
27.09.2016;01:15 - 01:30;223;1637
27.09.2016;01:30 - 01:45;211;1678
27.09.2016;01:45 - 02:00;201;1699
27.09.2016;02:00 - 02:15;191;1680
27.09.2016;02:15 - 02:30;186;1670
27.09.2016;02:30 - 02:45;180;1670
27.09.2016;02:45 - 03:00;173;1693
27.09.2016;03:00 - 03:15;163;1707
27.09.2016;03:15 - 03:30;158;1662
27.09.2016;03:30 - 03:45;152;1726
27.09.2016;03:45 - 04:00;149;1788
27.09.2016;04:00 - 04:15;145;1842
27.09.2016;04:15 - 04:30;142;1880
27.09.2016;04:30 - 04:45;140;1939
27.09.2016;04:45 - 05:00;142;2057
27.09.2016;05:00 - 05:15;142;2120
27.09.2016;05:15 - 05:30;148;2163
27.09.2016;05:30 - 05:45;155;2160
27.09.2016;05:45 - 06:00;157;2171
27.09.2016;06:00 - 06:15;155;2170
27.09.2016;06:15 - 06:30;154;2119
27.09.2016;06:30 - 06:45;155;2081
27.09.2016;06:45 - 07:00;155;2092
27.09.2016;07:00 - 07:15;157;2081
27.09.2016;07:15 - 07:30;155;2130
27.09.2016;07:30 - 07:45;155;2268
27.09.2016;07:45 - 08:00;158;2338
27.09.2016;08:00 - 08:15;159;2470
27.09.2016;08:15 - 08:30;148;2505
27.09.2016;08:30 - 08:45;144;2461
27.09.2016;08:45 - 09:00;141;2406
27.09.2016;09:00 - 09:15;133;2344
27.09.2016;09:15 - 09:30;118;2264
27.09.2016;09:30 - 09:45;97;2223
27.09.2016;09:45 - 10:00;83;2148
27.09.2016;10:00 - 10:15;71;2176
27.09.2016;10:15 - 10:30;59;2142
27.09.2016;10:30 - 10:45;46;2164
27.09.2016;10:45 - 11:00;37;2232
27.09.2016;11:00 - 11:15;28;2307
27.09.2016;11:15 - 11:30;30;2352
27.09.2016;11:30 - 11:45;32;2348
27.09.2016;11:45 - 12:00;34;2477
27.09.2016;12:00 - 12:15;35;2557
27.09.2016;12:15 - 12:30;41;2724
27.09.2016;12:30 - 12:45;51;2922
27.09.2016;12:45 - 13:00;62;2986
27.09.2016;13:00 - 13:15;76;3064
27.09.2016;13:15 - 13:30;86;3114
27.09.2016;13:30 - 13:45;96;3173
27.09.2016;13:45 - 14:00;111;3177
27.09.2016;14:00 - 14:15;125;3250
27.09.2016;14:15 - 14:30;136;3236
27.09.2016;14:30 - 14:45;146;3196
27.09.2016;14:45 - 15:00;164;3348
27.09.2016;15:00 - 15:15;180;3257
27.09.2016;15:15 - 15:30;189;3154
27.09.2016;15:30 - 15:45;196;3040
27.09.2016;15:45 - 16:00;207;3069
27.09.2016;16:00 - 16:15;218;3075
27.09.2016;16:15 - 16:30;226;3054
27.09.2016;16:30 - 16:45;234;3071
27.09.2016;16:45 - 17:00;246;3026
27.09.2016;17:00 - 17:15;257;3061
27.09.2016;17:15 - 17:30;251;2960
27.09.2016;17:30 - 17:45;243;2740
27.09.2016;17:45 - 18:00;242;2619
27.09.2016;18:00 - 18:15;242;2474
27.09.2016;18:15 - 18:30;262;2240
27.09.2016;18:30 - 18:45;282;2143
27.09.2016;18:45 - 19:00;302;2037
27.09.2016;19:00 - 19:15;323;2038
27.09.2016;19:15 - 19:30;369;2059
27.09.2016;19:30 - 19:45;419;2076
27.09.2016;19:45 - 20:00;471;2136
27.09.2016;20:00 - 20:15;526;2107
27.09.2016;20:15 - 20:30;589;2165
27.09.2016;20:30 - 20:45;653;2205
27.09.2016;20:45 - 21:00;700;2258
27.09.2016;21:00 - 21:15;792;2306
27.09.2016;21:15 - 21:30;878;2344
27.09.2016;21:30 - 21:45;968;2409
27.09.2016;21:45 - 22:00;1021;2418
27.09.2016;22:00 - 22:15;1073;2489
27.09.2016;22:15 - 22:30;1112;2564
27.09.2016;22:30 - 22:45;1146;2553
27.09.2016;22:45 - 23:00;1177;2534
27.09.2016;23:00 - 23:15;1203;2530
27.09.2016;23:15 - 23:30;1229;2588
27.09.2016;23:30 - 23:45;1253;2576
27.09.2016;23:45 - 00:00;1292;2608
28.09.2016;00:00 - 00:15;1151;1364
28.09.2016;00:15 - 00:30;1232;1415
28.09.2016;00:30 - 00:45;1315;1459
28.09.2016;00:45 - 01:00;1398;1497
28.09.2016;01:00 - 01:15;1476;1551
28.09.2016;01:15 - 01:30;1536;1637
28.09.2016;01:30 - 01:45;1597;1678
28.09.2016;01:45 - 02:00;1663;1699
28.09.2016;02:00 - 02:15;1710;1680
28.09.2016;02:15 - 02:30;1715;1670
28.09.2016;02:30 - 02:45;1721;1670
28.09.2016;02:45 - 03:00;1727;1693
28.09.2016;03:00 - 03:15;1705;1707
28.09.2016;03:15 - 03:30;1716;1662
28.09.2016;03:30 - 03:45;1727;1726
28.09.2016;03:45 - 04:00;1738;1788
28.09.2016;04:00 - 04:15;1749;1842
28.09.2016;04:15 - 04:30;1759;1880
28.09.2016;04:30 - 04:45;1768;1939
28.09.2016;04:45 - 05:00;1779;2057
28.09.2016;05:00 - 05:15;1787;2120
28.09.2016;05:15 - 05:30;1819;2163
28.09.2016;05:30 - 05:45;1849;2160
28.09.2016;05:45 - 06:00;1880;2171
28.09.2016;06:00 - 06:15;1915;2170
28.09.2016;06:15 - 06:30;1964;2119
28.09.2016;06:30 - 06:45;2012;2081
28.09.2016;06:45 - 07:00;2063;2092
28.09.2016;07:00 - 07:15;2112;2081
28.09.2016;07:15 - 07:30;2158;2130
28.09.2016;07:30 - 07:45;2202;2268
28.09.2016;07:45 - 08:00;2245;2338
28.09.2016;08:00 - 08:15;2286;2470
28.09.2016;08:15 - 08:30;2288;2505
28.09.2016;08:30 - 08:45;2289;2461
28.09.2016;08:45 - 09:00;2287;2406
28.09.2016;09:00 - 09:15;2292;2344
28.09.2016;09:15 - 09:30;2279;2264
28.09.2016;09:30 - 09:45;2269;2223
28.09.2016;09:45 - 10:00;2259;2148
28.09.2016;10:00 - 10:15;2248;2176
28.09.2016;10:15 - 10:30;2255;2142
28.09.2016;10:30 - 10:45;2264;2164
28.09.2016;10:45 - 11:00;2276;2232
28.09.2016;11:00 - 11:15;2285;2307
28.09.2016;11:15 - 11:30;2333;2352
28.09.2016;11:30 - 11:45;2388;2348
28.09.2016;11:45 - 12:00;2441;2477
28.09.2016;12:00 - 12:15;2488;2557
28.09.2016;12:15 - 12:30;2524;2724
28.09.2016;12:30 - 12:45;2560;2922
28.09.2016;12:45 - 13:00;2595;2986
28.09.2016;13:00 - 13:15;2627;3064
28.09.2016;13:15 - 13:30;2659;3114
28.09.2016;13:30 - 13:45;2690;3173
28.09.2016;13:45 - 14:00;2721;3177
28.09.2016;14:00 - 14:15;2752;3250
28.09.2016;14:15 - 14:30;2753;3236
28.09.2016;14:30 - 14:45;2753;3196
28.09.2016;14:45 - 15:00;2751;3348
28.09.2016;15:00 - 15:15;2741;3257
28.09.2016;15:15 - 15:30;2727;3154
28.09.2016;15:30 - 15:45;2711;3040
28.09.2016;15:45 - 16:00;2694;3069
28.09.2016;16:00 - 16:15;2678;3075
28.09.2016;16:15 - 16:30;2652;3054
28.09.2016;16:30 - 16:45;2620;3071
28.09.2016;16:45 - 17:00;2585;3026
28.09.2016;17:00 - 17:15;2555;3061
28.09.2016;17:15 - 17:30;2502;2960
28.09.2016;17:30 - 17:45;2442;2740
28.09.2016;17:45 - 18:00;2385;2619
28.09.2016;18:00 - 18:15;2336;2474
28.09.2016;18:15 - 18:30;2289;2240
28.09.2016;18:30 - 18:45;2240;2143
28.09.2016;18:45 - 19:00;2191;2037
28.09.2016;19:00 - 19:15;2143;2038
28.09.2016;19:15 - 19:30;2097;2059
28.09.2016;19:30 - 19:45;2048;2076
28.09.2016;19:45 - 20:00;2000;2136
28.09.2016;20:00 - 20:15;1956;2107
28.09.2016;20:15 - 20:30;1950;2165
28.09.2016;20:30 - 20:45;1945;2205
28.09.2016;20:45 - 21:00;1941;2258
28.09.2016;21:00 - 21:15;1948;2306
28.09.2016;21:15 - 21:30;1959;2344
28.09.2016;21:30 - 21:45;1969;2409
28.09.2016;21:45 - 22:00;1980;2418
28.09.2016;22:00 - 22:15;1994;2489
28.09.2016;22:15 - 22:30;2015;2564
28.09.2016;22:30 - 22:45;2037;2553
28.09.2016;22:45 - 23:00;2058;2534
28.09.2016;23:00 - 23:15;2077;2530
28.09.2016;23:15 - 23:30;2096;2588
28.09.2016;23:30 - 23:45;2115;2576
28.09.2016;23:45 - 00:00;2136;2608
29.09.2016;00:00 - 00:15;2264;2612
29.09.2016;00:15 - 00:30;2290;2564
29.09.2016;00:30 - 00:45;2317;2638
29.09.2016;00:45 - 01:00;2343;2678
29.09.2016;01:00 - 01:15;2357;2658
29.09.2016;01:15 - 01:30;2381;2648
29.09.2016;01:30 - 01:45;2406;2599
29.09.2016;01:45 - 02:00;2430;2573
29.09.2016;02:00 - 02:15;2453;2575
29.09.2016;02:15 - 02:30;2490;2562
29.09.2016;02:30 - 02:45;2528;2567
29.09.2016;02:45 - 03:00;2566;2575
29.09.2016;03:00 - 03:15;2560;2611
29.09.2016;03:15 - 03:30;2590;2650
29.09.2016;03:30 - 03:45;2620;2638
29.09.2016;03:45 - 04:00;2649;2595
29.09.2016;04:00 - 04:15;2677;2592
29.09.2016;04:15 - 04:30;2701;2537
29.09.2016;04:30 - 04:45;2725;2538
29.09.2016;04:45 - 05:00;2747;2615
29.09.2016;05:00 - 05:15;2768;2666
29.09.2016;05:15 - 05:30;2785;2683
29.09.2016;05:30 - 05:45;2806;2716
29.09.2016;05:45 - 06:00;2825;2713
29.09.2016;06:00 - 06:15;2844;2762
29.09.2016;06:15 - 06:30;2863;2760
29.09.2016;06:30 - 06:45;2883;2831
29.09.2016;06:45 - 07:00;2903;2909
29.09.2016;07:00 - 07:15;2923;2939
29.09.2016;07:15 - 07:30;2950;2955
29.09.2016;07:30 - 07:45;2985;3033
29.09.2016;07:45 - 08:00;3019;3022
29.09.2016;08:00 - 08:15;3049;2958
29.09.2016;08:15 - 08:30;3076;2887
29.09.2016;08:30 - 08:45;3112;2799
29.09.2016;08:45 - 09:00;3146;2741
29.09.2016;09:00 - 09:15;3174;2848
29.09.2016;09:15 - 09:30;3207;2910
29.09.2016;09:30 - 09:45;3248;2920
29.09.2016;09:45 - 10:00;3290;2980
29.09.2016;10:00 - 10:15;3329;3191
29.09.2016;10:15 - 10:30;3387;3365
29.09.2016;10:30 - 10:45;3458;3466
29.09.2016;10:45 - 11:00;3533;3613
29.09.2016;11:00 - 11:15;3597;3725
29.09.2016;11:15 - 11:30;3670;3868
29.09.2016;11:30 - 11:45;3748;4045
29.09.2016;11:45 - 12:00;3826;4210
29.09.2016;12:00 - 12:15;3897;4250
29.09.2016;12:15 - 12:30;3972;4414
29.09.2016;12:30 - 12:45;4049;4540
29.09.2016;12:45 - 13:00;4122;4735
29.09.2016;13:00 - 13:15;4184;4754
29.09.2016;13:15 - 13:30;4215;4731
29.09.2016;13:30 - 13:45;4244;4679
29.09.2016;13:45 - 14:00;4269;4663
29.09.2016;14:00 - 14:15;4295;4539
29.09.2016;14:15 - 14:30;4277;4635
29.09.2016;14:30 - 14:45;4255;4763
29.09.2016;14:45 - 15:00;4234;4811
29.09.2016;15:00 - 15:15;4207;4800
29.09.2016;15:15 - 15:30;4190;4772
29.09.2016;15:30 - 15:45;4169;4746
29.09.2016;15:45 - 16:00;4147;4884
29.09.2016;16:00 - 16:15;4125;4765
29.09.2016;16:15 - 16:30;4090;4667
29.09.2016;16:30 - 16:45;4049;4760
29.09.2016;16:45 - 17:00;4007;4622
29.09.2016;17:00 - 17:15;3966;4711
29.09.2016;17:15 - 17:30;3889;4595
29.09.2016;17:30 - 17:45;3807;4506
29.09.2016;17:45 - 18:00;3729;4396
29.09.2016;18:00 - 18:15;3658;4324
29.09.2016;18:15 - 18:30;3584;4248
29.09.2016;18:30 - 18:45;3510;4126
29.09.2016;18:45 - 19:00;3447;4061
29.09.2016;19:00 - 19:15;3388;4006
29.09.2016;19:15 - 19:30;3309;3857
29.09.2016;19:30 - 19:45;3226;3685
29.09.2016;19:45 - 20:00;3144;3678
29.09.2016;20:00 - 20:15;3066;3698
29.09.2016;20:15 - 20:30;2994;3576
29.09.2016;20:30 - 20:45;2922;3471
29.09.2016;20:45 - 21:00;2853;3451
29.09.2016;21:00 - 21:15;2841;3349
29.09.2016;21:15 - 21:30;2775;3469
29.09.2016;21:30 - 21:45;2715;3430
29.09.2016;21:45 - 22:00;2660;3567
29.09.2016;22:00 - 22:15;2607;3510
29.09.2016;22:15 - 22:30;2549;3341
29.09.2016;22:30 - 22:45;2489;3135
29.09.2016;22:45 - 23:00;2427;2929
29.09.2016;23:00 - 23:15;2365;2903
29.09.2016;23:15 - 23:30;2300;2673
29.09.2016;23:30 - 23:45;2236;2460
29.09.2016;23:45 - 00:00;2173;2255
30.09.2016;00:00 - 00:15;1888;2136
30.09.2016;00:15 - 00:30;1845;2014
30.09.2016;00:30 - 00:45;1797;1971
30.09.2016;00:45 - 01:00;1747;1909
30.09.2016;01:00 - 01:15;1690;1862
30.09.2016;01:15 - 01:30;1632;1733
30.09.2016;01:30 - 01:45;1576;1613
30.09.2016;01:45 - 02:00;1523;1574
30.09.2016;02:00 - 02:15;1472;1603
30.09.2016;02:15 - 02:30;1437;1567
30.09.2016;02:30 - 02:45;1399;1392
30.09.2016;02:45 - 03:00;1360;1286
30.09.2016;03:00 - 03:15;1324;1221
30.09.2016;03:15 - 03:30;1290;1207
30.09.2016;03:30 - 03:45;1256;1172
30.09.2016;03:45 - 04:00;1223;1113
30.09.2016;04:00 - 04:15;1190;1054
30.09.2016;04:15 - 04:30;1155;1019
30.09.2016;04:30 - 04:45;1122;926
30.09.2016;04:45 - 05:00;1088;877
30.09.2016;05:00 - 05:15;1054;863
30.09.2016;05:15 - 05:30;1042;817
30.09.2016;05:30 - 05:45;1027;775
30.09.2016;05:45 - 06:00;1012;735
30.09.2016;06:00 - 06:15;997;724
30.09.2016;06:15 - 06:30;987;686
30.09.2016;06:30 - 06:45;975;646
30.09.2016;06:45 - 07:00;963;650
30.09.2016;07:00 - 07:15;952;654
30.09.2016;07:15 - 07:30;946;642
30.09.2016;07:30 - 07:45;938;678
30.09.2016;07:45 - 08:00;933;730
30.09.2016;08:00 - 08:15;928;780
30.09.2016;08:15 - 08:30;920;781
30.09.2016;08:30 - 08:45;911;774
30.09.2016;08:45 - 09:00;903;766
30.09.2016;09:00 - 09:15;897;707
30.09.2016;09:15 - 09:30;892;669
30.09.2016;09:30 - 09:45;886;660
30.09.2016;09:45 - 10:00;881;617
30.09.2016;10:00 - 10:15;877;655
30.09.2016;10:15 - 10:30;889;678
30.09.2016;10:30 - 10:45;904;634
30.09.2016;10:45 - 11:00;921;658
30.09.2016;11:00 - 11:15;936;702
30.09.2016;11:15 - 11:30;967;720
30.09.2016;11:30 - 11:45;997;772
30.09.2016;11:45 - 12:00;1029;826
30.09.2016;12:00 - 12:15;1060;918
30.09.2016;12:15 - 12:30;1091;1047
30.09.2016;12:30 - 12:45;1123;1135
30.09.2016;12:45 - 13:00;1155;1164
30.09.2016;13:00 - 13:15;1187;1190
30.09.2016;13:15 - 13:30;1217;1200
30.09.2016;13:30 - 13:45;1246;1259
30.09.2016;13:45 - 14:00;1279;1247
30.09.2016;14:00 - 14:15;1314;1258
30.09.2016;14:15 - 14:30;1286;1218
30.09.2016;14:30 - 14:45;1256;1279
30.09.2016;14:45 - 15:00;1225;1295
30.09.2016;15:00 - 15:15;1217;1285
30.09.2016;15:15 - 15:30;1183;1230
30.09.2016;15:30 - 15:45;1145;1198
30.09.2016;15:45 - 16:00;1107;1137
30.09.2016;16:00 - 16:15;1072;1045
30.09.2016;16:15 - 16:30;1040;918
30.09.2016;16:30 - 16:45;1007;865
30.09.2016;16:45 - 17:00;973;760
30.09.2016;17:00 - 17:15;942;686
30.09.2016;17:15 - 17:30;901;650
30.09.2016;17:30 - 17:45;856;585
30.09.2016;17:45 - 18:00;809;518
30.09.2016;18:00 - 18:15;766;470
30.09.2016;18:15 - 18:30;741;396
30.09.2016;18:30 - 18:45;719;360
30.09.2016;18:45 - 19:00;696;314
30.09.2016;19:00 - 19:15;672;303
30.09.2016;19:15 - 19:30;660;283
30.09.2016;19:30 - 19:45;645;283
30.09.2016;19:45 - 20:00;632;270
30.09.2016;20:00 - 20:15;615;291
30.09.2016;20:15 - 20:30;625;309
30.09.2016;20:30 - 20:45;636;329
30.09.2016;20:45 - 21:00;648;352
30.09.2016;21:00 - 21:15;677;378
30.09.2016;21:15 - 21:30;680;380
30.09.2016;21:30 - 21:45;681;367
30.09.2016;21:45 - 22:00;683;351
30.09.2016;22:00 - 22:15;686;304
30.09.2016;22:15 - 22:30;691;269
30.09.2016;22:30 - 22:45;695;252
30.09.2016;22:45 - 23:00;695;266
30.09.2016;23:00 - 23:15;697;270
30.09.2016;23:15 - 23:30;692;287
30.09.2016;23:30 - 23:45;685;308
30.09.2016;23:45 - 00:00;679;321
01.10.2016;00:00 - 00:15;553;340
01.10.2016;00:15 - 00:30;552;348
01.10.2016;00:30 - 00:45;551;342
01.10.2016;00:45 - 01:00;550;330
01.10.2016;01:00 - 01:15;548;329
01.10.2016;01:15 - 01:30;542;325
01.10.2016;01:30 - 01:45;536;318
01.10.2016;01:45 - 02:00;531;335
01.10.2016;02:00 - 02:15;527;371
01.10.2016;02:15 - 02:30;530;402
01.10.2016;02:30 - 02:45;537;429
01.10.2016;02:45 - 03:00;543;458
01.10.2016;03:00 - 03:15;543;452
01.10.2016;03:15 - 03:30;546;475
01.10.2016;03:30 - 03:45;549;494
01.10.2016;03:45 - 04:00;552;541
01.10.2016;04:00 - 04:15;555;570
01.10.2016;04:15 - 04:30;557;608
01.10.2016;04:30 - 04:45;561;611
01.10.2016;04:45 - 05:00;564;651
01.10.2016;05:00 - 05:15;565;621
01.10.2016;05:15 - 05:30;567;618
01.10.2016;05:30 - 05:45;571;610
01.10.2016;05:45 - 06:00;577;627
01.10.2016;06:00 - 06:15;583;668
01.10.2016;06:15 - 06:30;581;691
01.10.2016;06:30 - 06:45;581;680
01.10.2016;06:45 - 07:00;581;681
01.10.2016;07:00 - 07:15;579;676
01.10.2016;07:15 - 07:30;576;719
01.10.2016;07:30 - 07:45;571;744
01.10.2016;07:45 - 08:00;568;776
01.10.2016;08:00 - 08:15;564;769
01.10.2016;08:15 - 08:30;569;822
01.10.2016;08:30 - 08:45;573;853
01.10.2016;08:45 - 09:00;575;929
01.10.2016;09:00 - 09:15;574;968
01.10.2016;09:15 - 09:30;567;929
01.10.2016;09:30 - 09:45;561;892
01.10.2016;09:45 - 10:00;557;858
01.10.2016;10:00 - 10:15;555;889
01.10.2016;10:15 - 10:30;550;822
01.10.2016;10:30 - 10:45;546;789
01.10.2016;10:45 - 11:00;541;840
01.10.2016;11:00 - 11:15;532;881
01.10.2016;11:15 - 11:30;538;887
01.10.2016;11:30 - 11:45;543;919
01.10.2016;11:45 - 12:00;549;983
01.10.2016;12:00 - 12:15;554;1001
01.10.2016;12:15 - 12:30;569;965
01.10.2016;12:30 - 12:45;581;894
01.10.2016;12:45 - 13:00;596;890
01.10.2016;13:00 - 13:15;612;882
01.10.2016;13:15 - 13:30;625;919
01.10.2016;13:30 - 13:45;639;995
01.10.2016;13:45 - 14:00;652;964
01.10.2016;14:00 - 14:15;664;958
01.10.2016;14:15 - 14:30;665;966
01.10.2016;14:30 - 14:45;667;984
01.10.2016;14:45 - 15:00;668;971
01.10.2016;15:00 - 15:15;678;988
01.10.2016;15:15 - 15:30;667;983
01.10.2016;15:30 - 15:45;658;962
01.10.2016;15:45 - 16:00;648;941
01.10.2016;16:00 - 16:15;639;905
01.10.2016;16:15 - 16:30;639;901
01.10.2016;16:30 - 16:45;641;993
01.10.2016;16:45 - 17:00;645;993
01.10.2016;17:00 - 17:15;648;983
01.10.2016;17:15 - 17:30;663;1020
01.10.2016;17:30 - 17:45;677;1003
01.10.2016;17:45 - 18:00;691;973
01.10.2016;18:00 - 18:15;705;970
01.10.2016;18:15 - 18:30;723;950
01.10.2016;18:30 - 18:45;743;933
01.10.2016;18:45 - 19:00;764;953
01.10.2016;19:00 - 19:15;783;1021
01.10.2016;19:15 - 19:30;816;1104
01.10.2016;19:30 - 19:45;847;1277
01.10.2016;19:45 - 20:00;879;1401
01.10.2016;20:00 - 20:15;909;1439
01.10.2016;20:15 - 20:30;958;1470
01.10.2016;20:30 - 20:45;1008;1504
01.10.2016;20:45 - 21:00;1060;1526
01.10.2016;21:00 - 21:15;1122;1528
01.10.2016;21:15 - 21:30;1159;1716
01.10.2016;21:30 - 21:45;1195;1864
01.10.2016;21:45 - 22:00;1228;2038
01.10.2016;22:00 - 22:15;1260;2097
01.10.2016;22:15 - 22:30;1301;2076
01.10.2016;22:30 - 22:45;1345;2036
01.10.2016;22:45 - 23:00;1390;2123
01.10.2016;23:00 - 23:15;1437;2000
01.10.2016;23:15 - 23:30;1449;1812
01.10.2016;23:30 - 23:45;1463;1845
01.10.2016;23:45 - 00:00;1475;1783
02.10.2016;00:00 - 00:15;1529;1752
02.10.2016;00:15 - 00:30;1553;1787
02.10.2016;00:30 - 00:45;1579;1812
02.10.2016;00:45 - 01:00;1605;1826
02.10.2016;01:00 - 01:15;1622;1772
02.10.2016;01:15 - 01:30;1632;1746
02.10.2016;01:30 - 01:45;1642;1721
02.10.2016;01:45 - 02:00;1652;1658
02.10.2016;02:00 - 02:15;1664;1661
02.10.2016;02:15 - 02:30;1667;1597
02.10.2016;02:30 - 02:45;1673;1598
02.10.2016;02:45 - 03:00;1680;1635
02.10.2016;03:00 - 03:15;1676;1604
02.10.2016;03:15 - 03:30;1674;1574
02.10.2016;03:30 - 03:45;1671;1635
02.10.2016;03:45 - 04:00;1669;1673
02.10.2016;04:00 - 04:15;1666;1728
02.10.2016;04:15 - 04:30;1666;1748
02.10.2016;04:30 - 04:45;1668;1786
02.10.2016;04:45 - 05:00;1669;1685
02.10.2016;05:00 - 05:15;1670;1665
02.10.2016;05:15 - 05:30;1693;1756
02.10.2016;05:30 - 05:45;1714;1757
